timestamp(unix),latitude(degree),longitude(degree)
1501240802.999926,1.302135,103.799681
1501240803.999927,1.302135,103.799681
1501240804.999926,1.302135,103.799681
1501240805.999926,1.302135,103.799681
1501240806.999926,1.302135,103.799681
1501240807.999926,1.302135,103.799681
1501240808.999927,1.302135,103.799681
1501240809.999927,1.302135,103.799681
1501240810.999927,1.302135,103.799681
1501240811.999926,1.302135,103.799681
1501240812.999926,1.302135,103.799681
1501240813.999927,1.302135,103.799681
1501240814.999926,1.302135,103.799681
1501240815.999927,1.302135,103.799681
1501240816.999926,1.302135,103.799681
1501240817.999926,1.302135,103.799681
1501240818.999927,1.302135,103.799681
1501240819.999927,1.302135,103.799681
1501240820.999927,1.302166,103.799682
1501240821.999927,1.302174,103.799687
1501240822.999926,1.302181,103.799689
1501240823.999926,1.302191,103.799691
1501240824.999927,1.302203,103.799696
1501240825.999926,1.302214,103.799699
1501240826.999927,1.302221,103.799702
1501240827.999926,1.302225,103.799703
1501240828.999926,1.302225,103.799703
1501240829.999927,1.302231,103.799703
1501240830.999927,1.302231,103.799703
1501240831.999926,1.302231,103.799703
1501240832.999927,1.302231,103.799703
1501240833.999926,1.302231,103.799703
1501240834.999927,1.302231,103.799703
1501240835.999927,1.302231,103.799703
1501240836.999927,1.302231,103.799703
1501240837.999927,1.302231,103.799703
1501240838.999926,1.302231,103.799703
1501240839.999926,1.302231,103.799703
1501240840.999927,1.302231,103.799703
1501240841.999927,1.302231,103.799703
1501240842.999926,1.302231,103.799703
1501240843.999927,1.302231,103.799703
1501240844.999927,1.302231,103.799703
1501240845.999926,1.302231,103.799703
1501240846.999927,1.302231,103.799703
1501240847.999926,1.302231,103.799703
1501240848.999926,1.302231,103.799703
1501240849.999927,1.302231,103.799703
1501240850.999927,1.302231,103.799703
1501240851.999927,1.302231,103.799703
1501240852.999927,1.302231,103.799703
1501240853.999926,1.302231,103.799703
1501240854.999926,1.302231,103.799703
1501240855.999926,1.302231,103.799703
1501240856.999927,1.302231,103.799703
1501240857.999926,1.302254,103.799711
1501240858.999926,1.302265,103.799717
1501240859.999926,1.302274,103.799724
1501240860.999926,1.302285,103.799728
1501240861.999927,1.302297,103.799731
1501240862.999926,1.302303,103.799732
1501240863.999927,1.302306,103.799731
1501240864.999926,1.302306,103.799731
1501240865.999927,1.302306,103.799731
1501240866.999927,1.302306,103.799731
1501240867.999926,1.302306,103.799731
1501240868.999926,1.302306,103.799731
1501240869.999926,1.302306,103.799731
1501240870.999926,1.302306,103.799731
1501240871.999926,1.302306,103.799731
1501240872.999927,1.302306,103.799731
1501240873.999926,1.302306,103.799731
1501240874.999926,1.302306,103.799731
1501240875.999927,1.302306,103.799731
1501240876.999926,1.302306,103.799731
1501240877.999927,1.302306,103.799731
1501240878.999927,1.302306,103.799731
1501240879.999927,1.302306,103.799731
1501240880.999927,1.302306,103.799731
1501240881.999927,1.302306,103.799731
1501240882.999927,1.302306,103.799731
1501240883.999927,1.302306,103.799731
1501240884.999927,1.302306,103.799731
1501240885.999927,1.302306,103.799731
1501240886.999927,1.302306,103.799731
1501240887.999926,1.302306,103.799731
1501240888.999926,1.302306,103.799731
1501240889.999927,1.302306,103.799731
1501240890.999926,1.302306,103.799731
1501240891.999926,1.302306,103.799731
1501240892.999925,1.302306,103.799731
1501240893.999927,1.302306,103.799731
1501240894.999927,1.302306,103.799731
1501240895.999927,1.302306,103.799731
1501240896.999927,1.302306,103.799731
1501240897.999926,1.302306,103.799731
1501240898.999926,1.302306,103.799731
1501240899.999927,1.302309,103.799734
1501240900.999927,1.302321,103.799736
1501240901.999927,1.302333,103.799738
1501240902.999926,1.302345,103.799740
1501240903.999927,1.302358,103.799742
1501240904.999926,1.302372,103.799743
1501240905.999926,1.302382,103.799742
1501240906.999926,1.302382,103.799742
1501240907.999926,1.302382,103.799742
1501240908.999927,1.302382,103.799742
1501240909.999926,1.302382,103.799742
1501240910.999926,1.302382,103.799742
1501240911.999927,1.302382,103.799742
1501240912.999927,1.302382,103.799742
1501240913.999927,1.302382,103.799742
1501240914.999926,1.302382,103.799742
1501240915.999926,1.302382,103.799742
1501240916.999927,1.302382,103.799742
1501240917.999927,1.302382,103.799742
1501240918.999927,1.302382,103.799742
1501240919.999926,1.302382,103.799742
1501240920.999926,1.302382,103.799742
1501240921.999926,1.302382,103.799742
1501240922.999926,1.302382,103.799742
1501240923.999927,1.302382,103.799742
1501240924.999926,1.302382,103.799742
1501240925.999926,1.302382,103.799742
1501240926.999927,1.302382,103.799742
1501240927.999926,1.302382,103.799742
1501240928.999927,1.302382,103.799742
1501240929.999927,1.302382,103.799742
1501240930.999926,1.302382,103.799742
1501240931.999927,1.302382,103.799742
1501240932.999927,1.302382,103.799742
1501240933.999925,1.302393,103.799746
1501240934.999926,1.302400,103.799746
1501240935.999927,1.302417,103.799742
1501240936.999927,1.302431,103.799737
1501240937.999925,1.302443,103.799737
1501240938.999926,1.302450,103.799734
1501240939.999927,1.302459,103.799735
1501240940.999926,1.302459,103.799735
1501240941.999926,1.302459,103.799735
1501240942.999926,1.302459,103.799735
1501240943.999926,1.302459,103.799735
1501240944.999927,1.302459,103.799735
1501240945.999927,1.302459,103.799735
1501240946.999926,1.302459,103.799735
1501240947.999926,1.302459,103.799735
1501240948.999927,1.302459,103.799735
1501240949.999926,1.302459,103.799735
1501240950.999926,1.302459,103.799735
1501240951.999926,1.302459,103.799735
1501240952.999926,1.302459,103.799735
1501240953.999927,1.302459,103.799735
1501240954.999926,1.302459,103.799735
1501240955.999926,1.302459,103.799735
1501240956.999926,1.302459,103.799735
1501240957.999926,1.302459,103.799735
1501240958.999928,1.302459,103.799735
1501240959.999927,1.302459,103.799735
1501240960.999926,1.302459,103.799735
1501240961.999927,1.302459,103.799735
1501240962.999926,1.302459,103.799735
1501240963.999927,1.302459,103.799721
1501240964.999926,1.302474,103.799721
1501240965.999927,1.302493,103.799716
1501240966.999926,1.302510,103.799714
1501240967.999926,1.302523,103.799710
1501240968.999926,1.302530,103.799707
1501240969.999927,1.302530,103.799707
1501240970.999926,1.302530,103.799707
1501240971.999927,1.302530,103.799707
1501240972.999926,1.302530,103.799707
1501240973.999926,1.302530,103.799707
1501240974.999957,1.302530,103.799707
1501240975.999925,1.302530,103.799707
1501240976.999926,1.302530,103.799707
1501240977.999926,1.302530,103.799707
1501240978.999926,1.302530,103.799707
1501240979.999926,1.302530,103.799707
1501240981.000607,1.302530,103.799707
1501240981.999926,1.302530,103.799707
1501240982.999927,1.302530,103.799707
1501240983.999926,1.302530,103.799707
1501240984.999926,1.302530,103.799707
1501240985.999926,1.302530,103.799707
1501240986.999927,1.302530,103.799707
1501240987.999926,1.302530,103.799707
1501240988.999926,1.302530,103.799707
1501240989.999927,1.302530,103.799707
1501240990.999926,1.302530,103.799707
1501240991.999926,1.302549,103.799679
1501240992.999926,1.302560,103.799672
1501240993.999927,1.302574,103.799666
1501240994.999926,1.302589,103.799658
1501240995.999926,1.302602,103.799650
1501240996.999926,1.302611,103.799643
1501240997.999926,1.302615,103.799641
1501240998.999927,1.302615,103.799641
1501240999.999926,1.302615,103.799641
1501241000.999926,1.302615,103.799641
1501241001.999926,1.302615,103.799641
1501241002.999926,1.302615,103.799641
1501241003.999925,1.302615,103.799641
1501241004.999926,1.302615,103.799641
1501241005.999927,1.302615,103.799641
1501241006.999926,1.302615,103.799641
1501241007.999926,1.302615,103.799641
1501241008.999926,1.302615,103.799641
1501241009.999926,1.302615,103.799641
1501241010.999928,1.302615,103.799641
1501241011.999927,1.302615,103.799641
1501241012.999926,1.302615,103.799641
1501241013.999926,1.302615,103.799641
1501241014.999926,1.302615,103.799641
1501241015.999927,1.302615,103.799641
1501241016.999927,1.302615,103.799641
1501241018.006555,1.302615,103.799641
1501241019.002578,1.302615,103.799641
1501241019.999987,1.302615,103.799641
1501241021.000111,1.302615,103.799641
1501241022.000136,1.302615,103.799641
1501241023.000123,1.302615,103.799641
1501241023.999475,1.302615,103.799641
1501241025.000171,1.302615,103.799641
1501241026.000143,1.302615,103.799641
1501241027.000063,1.302615,103.799641
1501241028.000063,1.302615,103.799641
1501241029.000063,1.302615,103.799641
1501241030.000063,1.302615,103.799641
1501241031.000062,1.302615,103.799641
1501241032.000063,1.302615,103.799641
1501241033.000063,1.302615,103.799641
1501241034.000063,1.302615,103.799641
1501241035.000062,1.302615,103.799641
1501241036.000063,1.302615,103.799641
1501241037.000063,1.302615,103.799641
1501241038.000062,1.302615,103.799641
1501241039.000063,1.302615,103.799641
1501241040.000063,1.302615,103.799641
1501241041.000063,1.302615,103.799641
1501241042.000063,1.302615,103.799641
1501241043.000063,1.302615,103.799641
1501241044.000063,1.302615,103.799641
1501241045.000062,1.302615,103.799641
1501241046.000063,1.302615,103.799641
1501241047.000062,1.302615,103.799641
1501241048.000063,1.302615,103.799641
1501241049.000062,1.302615,103.799641
1501241050.000063,1.302615,103.799641
1501241051.000062,1.302615,103.799641
1501241052.000063,1.302615,103.799641
1501241053.000063,1.302615,103.799641
1501241054.000062,1.302615,103.799641
1501241055.000062,1.302615,103.799641
1501241056.000063,1.302615,103.799641
1501241057.000063,1.302615,103.799641
1501241058.000063,1.302615,103.799641
1501241059.000063,1.302615,103.799641
1501241060.000063,1.302615,103.799641
1501241061.000063,1.302623,103.799629
1501241062.000062,1.302631,103.799620
1501241063.000063,1.302641,103.799611
1501241064.000063,1.302654,103.799604
1501241065.000063,1.302667,103.799599
1501241066.000062,1.302675,103.799593
1501241067.000063,1.302678,103.799587
1501241068.000062,1.302678,103.799587
1501241069.000062,1.302678,103.799587
1501241070.000062,1.302678,103.799587
1501241071.000063,1.302678,103.799587
1501241072.000062,1.302678,103.799587
1501241073.000063,1.302678,103.799587
1501241074.000063,1.302678,103.799587
1501241075.000063,1.302678,103.799587
1501241076.000063,1.302678,103.799587
1501241077.000063,1.302678,103.799587
1501241078.000062,1.302678,103.799587
1501241079.000063,1.302678,103.799587
1501241080.000064,1.302678,103.799587
1501241081.000063,1.302678,103.799587
1501241082.000062,1.302678,103.799587
1501241083.000063,1.302678,103.799587
1501241084.000063,1.302678,103.799587
1501241085.000063,1.302678,103.799587
1501241086.000063,1.302678,103.799587
1501241087.000063,1.302678,103.799587
1501241088.000062,1.302678,103.799587
1501241089.000063,1.302678,103.799587
1501241090.000063,1.302678,103.799587
1501241091.000063,1.302678,103.799587
1501241092.000063,1.302678,103.799587
1501241093.000063,1.302678,103.799587
1501241094.000063,1.302678,103.799587
1501241095.000062,1.302678,103.799587
1501241096.000062,1.302678,103.799587
1501241097.000063,1.302678,103.799587
1501241098.000062,1.302678,103.799587
1501241099.000062,1.302708,103.799572
1501241100.000063,1.302717,103.799566
1501241101.000062,1.302729,103.799560
1501241102.000063,1.302741,103.799557
1501241103.000062,1.302752,103.799554
1501241104.000063,1.302761,103.799547
1501241105.000063,1.302764,103.799539
1501241106.000063,1.302764,103.799539
1501241107.000063,1.302764,103.799539
1501241108.000064,1.302764,103.799539
1501241109.000062,1.302764,103.799539
1501241110.000063,1.302764,103.799539
1501241111.000063,1.302764,103.799539
1501241112.000063,1.302764,103.799539
1501241113.000063,1.302764,103.799539
1501241114.000062,1.302764,103.799539
1501241115.000063,1.302764,103.799539
1501241116.000063,1.302764,103.799539
1501241117.000063,1.302764,103.799539
1501241118.000064,1.302764,103.799539
1501241119.000063,1.302764,103.799539
1501241120.000063,1.302764,103.799539
1501241121.000063,1.302764,103.799539
1501241122.000062,1.302764,103.799539
1501241123.000063,1.302764,103.799539
1501241124.000063,1.302764,103.799539
1501241125.000063,1.302764,103.799539
1501241126.000063,1.302764,103.799539
1501241127.000062,1.302764,103.799539
1501241128.000062,1.302764,103.799539
1501241129.000062,1.302764,103.799539
1501241130.000062,1.302764,103.799539
1501241131.000063,1.302764,103.799539
1501241132.000063,1.302753,103.799507
1501241133.000063,1.302761,103.799498
1501241134.000062,1.302771,103.799491
1501241135.000063,1.302780,103.799486
1501241136.000063,1.302788,103.799480
1501241137.000062,1.302794,103.799476
1501241138.000063,1.302794,103.799476
1501241139.000063,1.302794,103.799476
1501241140.000063,1.302794,103.799476
1501241141.000063,1.302794,103.799476
1501241142.000063,1.302794,103.799476
1501241143.000063,1.302794,103.799476
1501241144.000063,1.302794,103.799476
1501241145.000064,1.302794,103.799476
1501241146.000063,1.302794,103.799476
1501241147.000063,1.302794,103.799476
1501241148.000063,1.302794,103.799476
1501241149.000063,1.302794,103.799476
1501241150.000062,1.302794,103.799476
1501241151.000063,1.302794,103.799476
1501241152.000063,1.302794,103.799476
1501241153.000063,1.302794,103.799476
1501241154.000063,1.302794,103.799476
1501241155.000063,1.302794,103.799476
1501241156.000062,1.302794,103.799476
1501241157.000063,1.302794,103.799476
1501241158.000063,1.302794,103.799476
1501241159.000062,1.302794,103.799476
1501241160.000063,1.302794,103.799476
1501241161.000063,1.302794,103.799476
1501241162.000062,1.302794,103.799476
1501241163.000062,1.302794,103.799476
1501241164.000063,1.302794,103.799476
1501241165.000063,1.302794,103.799476
1501241166.000062,1.302794,103.799476
1501241167.000062,1.302800,103.799456
1501241168.000063,1.302807,103.799448
1501241169.000063,1.302816,103.799444
1501241170.000063,1.302826,103.799440
1501241171.000063,1.302835,103.799433
1501241172.000063,1.302841,103.799426
1501241173.000063,1.302844,103.799423
1501241174.000063,1.302844,103.799423
1501241175.000062,1.302844,103.799423
1501241176.000064,1.302844,103.799423
1501241177.000063,1.302844,103.799423
1501241178.000063,1.302844,103.799423
1501241179.000062,1.302844,103.799423
1501241180.000063,1.302844,103.799423
1501241181.000063,1.302844,103.799423
1501241182.000063,1.302844,103.799423
1501241183.000063,1.302844,103.799423
1501241184.000062,1.302844,103.799423
1501241185.000063,1.302844,103.799423
1501241186.000063,1.302844,103.799423
1501241187.000063,1.302844,103.799423
1501241188.000063,1.302844,103.799423
1501241189.000062,1.302844,103.799423
1501241190.000062,1.302844,103.799423
1501241191.000062,1.302844,103.799423
1501241192.000062,1.302844,103.799423
1501241193.000063,1.302844,103.799423
1501241194.000064,1.302858,103.799428
1501241195.000062,1.302868,103.799422
1501241196.000063,1.302880,103.799414
1501241197.000063,1.302891,103.799403
1501241198.000062,1.302898,103.799393
1501241199.000063,1.302908,103.799384
1501241200.000062,1.302916,103.799377
1501241201.000063,1.302918,103.799373
1501241202.000063,1.302918,103.799373
1501241203.000063,1.302918,103.799373
1501241204.000063,1.302918,103.799373
1501241205.000063,1.302918,103.799373
1501241206.000062,1.302918,103.799373
1501241207.000063,1.302918,103.799373
1501241208.000063,1.302918,103.799373
1501241209.000063,1.302918,103.799373
1501241210.000063,1.302918,103.799373
1501241211.000063,1.302918,103.799373
1501241212.000063,1.302918,103.799373
1501241213.000063,1.302918,103.799373
1501241214.000063,1.302918,103.799373
1501241215.000063,1.302918,103.799373
1501241216.000063,1.302918,103.799373
1501241217.000062,1.302918,103.799373
1501241218.000063,1.302918,103.799373
1501241219.000063,1.302918,103.799373
1501241220.000063,1.302918,103.799373
1501241221.000063,1.302918,103.799373
1501241222.000063,1.302918,103.799373
1501241223.000063,1.302918,103.799373
1501241224.000063,1.302918,103.799373
1501241225.000063,1.302909,103.799352
1501241226.000063,1.302918,103.799342
1501241227.000063,1.302925,103.799330
1501241228.000063,1.302931,103.799317
1501241229.000062,1.302941,103.799308
1501241230.000063,1.302952,103.799303
1501241231.000063,1.302958,103.799303
1501241232.000063,1.302958,103.799303
1501241233.000063,1.302958,103.799303
1501241234.000062,1.302958,103.799303
1501241235.000063,1.302958,103.799303
1501241236.000063,1.302958,103.799303
1501241237.000064,1.302958,103.799303
1501241238.000063,1.302958,103.799303
1501241239.000062,1.302958,103.799303
1501241240.000063,1.302958,103.799303
1501241241.000063,1.302958,103.799303
1501241242.000063,1.302958,103.799303
1501241243.000063,1.302958,103.799303
1501241244.000064,1.302958,103.799303
1501241245.000062,1.302958,103.799303
1501241246.000062,1.302958,103.799303
1501241247.000063,1.302958,103.799303
1501241248.000063,1.302958,103.799303
1501241249.000062,1.302958,103.799303
1501241250.000063,1.302958,103.799303
1501241251.000062,1.302958,103.799303
1501241252.000063,1.302958,103.799303
1501241253.000063,1.302958,103.799303
1501241254.000062,1.302958,103.799303
1501241255.000063,1.302958,103.799303
1501241256.000063,1.302958,103.799303
1501241257.000063,1.302956,103.799312
1501241258.000062,1.302961,103.799303
1501241259.000063,1.302969,103.799294
1501241260.000062,1.302976,103.799282
1501241261.000063,1.302985,103.799273
1501241262.000062,1.302994,103.799264
1501241263.000064,1.303005,103.799259
1501241264.000063,1.303011,103.799257
1501241265.000062,1.303013,103.799255
1501241266.000063,1.303013,103.799255
1501241267.000063,1.303013,103.799255
1501241268.000062,1.303013,103.799255
1501241269.000063,1.303013,103.799255
1501241270.000063,1.303013,103.799255
1501241271.000062,1.303013,103.799255
1501241272.000065,1.303013,103.799255
1501241273.000063,1.303013,103.799255
1501241274.000063,1.303013,103.799255
1501241275.000063,1.303013,103.799255
1501241276.000063,1.303013,103.799255
1501241277.000063,1.303013,103.799255
1501241278.000063,1.303013,103.799255
1501241279.000063,1.303013,103.799255
1501241280.000063,1.303013,103.799255
1501241281.000062,1.303013,103.799255
1501241282.000062,1.303013,103.799255
1501241283.000063,1.303013,103.799255
1501241284.000063,1.303034,103.799269
1501241285.000062,1.303041,103.799261
1501241286.000063,1.303053,103.799260
1501241287.000063,1.303065,103.799257
1501241288.000062,1.303076,103.799251
1501241289.000062,1.303097,103.799245
1501241290.000063,1.303108,103.799242
1501241291.000063,1.303108,103.799242
1501241292.000062,1.303108,103.799242
1501241293.000063,1.303108,103.799242
1501241294.000063,1.303108,103.799242
1501241295.000063,1.303108,103.799242
1501241296.000064,1.303108,103.799242
1501241297.000064,1.303108,103.799242
1501241298.000062,1.303108,103.799242
1501241299.000064,1.303108,103.799242
1501241300.000063,1.303108,103.799242
1501241301.000063,1.303108,103.799242
1501241302.000062,1.303077,103.799209
1501241303.000063,1.303077,103.799209
1501241304.000063,1.303077,103.799209
1501241305.000063,1.303077,103.799209
1501241306.000063,1.303077,103.799209
1501241307.000063,1.303077,103.799209
1501241308.000062,1.303077,103.799209
1501241309.000063,1.303077,103.799209
1501241310.000062,1.303077,103.799209
1501241311.000063,1.303077,103.799209
1501241312.000063,1.303077,103.799209
1501241313.000063,1.303077,103.799209
1501241314.000063,1.303077,103.799209
1501241315.000062,1.303088,103.799198
1501241316.000064,1.303099,103.799198
1501241317.000064,1.303108,103.799198
1501241318.000063,1.303115,103.799200
1501241319.000064,1.303123,103.799200
1501241320.000063,1.303130,103.799195
1501241321.000062,1.303134,103.799184
1501241322.000063,1.303134,103.799184
1501241323.000063,1.303134,103.799184
1501241324.000062,1.303134,103.799184
1501241325.000063,1.303132,103.799167
1501241326.000062,1.303132,103.799167
1501241327.000063,1.303132,103.799167
1501241328.000062,1.303132,103.799167
1501241329.000063,1.303132,103.799167
1501241330.000062,1.303125,103.799152
1501241331.000063,1.303125,103.799152
1501241332.000063,1.303125,103.799152
1501241333.000063,1.303125,103.799152
1501241334.000063,1.303125,103.799152
1501241335.000063,1.303125,103.799152
1501241336.000063,1.303125,103.799152
1501241337.000062,1.303125,103.799152
1501241338.000063,1.303125,103.799152
1501241339.000063,1.303125,103.799152
1501241340.000063,1.303125,103.799152
1501241341.000063,1.303125,103.799152
1501241342.000063,1.303125,103.799152
1501241343.000063,1.303125,103.799152
1501241344.000063,1.303125,103.799152
1501241345.000062,1.303125,103.799152
1501241346.000063,1.303125,103.799152
1501241347.000062,1.303125,103.799152
1501241348.000062,1.303125,103.799152
1501241349.000063,1.303125,103.799152
1501241350.000063,1.303125,103.799152
1501241351.000063,1.303125,103.799152
1501241352.000063,1.303132,103.799136
1501241353.000063,1.303141,103.799139
1501241354.000063,1.303152,103.799139
1501241355.000063,1.303164,103.799124
1501241356.000063,1.303175,103.799124
1501241357.000063,1.303182,103.799125
1501241358.000063,1.303187,103.799118
1501241359.000063,1.303187,103.799118
1501241360.000063,1.303187,103.799118
1501241361.000062,1.303187,103.799118
1501241362.000063,1.303187,103.799118
1501241363.000063,1.303187,103.799118
1501241364.000063,1.303187,103.799118
1501241365.000063,1.303196,103.799068
1501241366.000063,1.303196,103.799068
1501241367.000063,1.303196,103.799068
1501241368.000062,1.303196,103.799068
1501241369.000063,1.303196,103.799068
1501241370.000063,1.303196,103.799068
1501241371.000063,1.303196,103.799068
1501241372.000062,1.303196,103.799068
1501241373.000062,1.303196,103.799068
1501241374.000063,1.303196,103.799068
1501241375.000063,1.303196,103.799068
1501241376.000062,1.303196,103.799068
1501241377.000063,1.303196,103.799068
1501241378.000063,1.303196,103.799068
1501241379.000064,1.303196,103.799068
1501241380.000064,1.303196,103.799068
1501241381.000062,1.303196,103.799068
1501241382.000063,1.303196,103.799068
1501241383.000062,1.303196,103.799068
1501241384.000063,1.303196,103.799068
1501241385.000064,1.303196,103.799068
1501241386.000062,1.303204,103.799050
1501241387.000062,1.303218,103.799040
1501241388.000063,1.303230,103.799045
1501241389.000063,1.303242,103.799035
1501241390.000063,1.303253,103.799021
1501241391.000063,1.303261,103.799010
1501241392.000062,1.303267,103.799003
1501241393.000063,1.303267,103.799003
1501241394.000062,1.303267,103.799003
1501241395.000063,1.303267,103.799003
1501241396.000062,1.303267,103.799003
1501241397.000063,1.303267,103.799003
1501241398.000063,1.303267,103.799003
1501241399.000063,1.303267,103.799003
1501241400.000063,1.303267,103.799003
1501241401.000063,1.303267,103.799003
1501241402.000063,1.303267,103.799003
1501241403.000062,1.303267,103.799003
1501241404.000063,1.303267,103.799003
1501241405.000063,1.303267,103.799003
1501241406.000063,1.303267,103.799003
1501241407.000063,1.303267,103.799003
1501241408.000063,1.303267,103.799003
1501241409.000063,1.303267,103.799003
1501241410.000062,1.303267,103.799003
1501241411.000063,1.303267,103.799003
1501241412.000063,1.303267,103.799003
1501241413.000063,1.303267,103.799003
1501241414.000062,1.303267,103.799003
1501241415.000063,1.303267,103.799003
1501241416.000062,1.303267,103.799003
1501241417.000063,1.303267,103.799003
1501241418.000063,1.303267,103.799003
1501241419.000063,1.303272,103.798997
1501241420.000063,1.303281,103.798989
1501241421.000063,1.303290,103.798978
1501241422.000063,1.303298,103.798968
1501241423.000063,1.303306,103.798959
1501241424.000063,1.303310,103.798951
1501241425.000063,1.303312,103.798944
1501241426.000063,1.303310,103.798937
1501241427.000063,1.303310,103.798937
1501241428.000063,1.303310,103.798937
1501241429.000062,1.303310,103.798937
1501241430.000063,1.303310,103.798937
1501241431.000063,1.303310,103.798937
1501241432.000062,1.303310,103.798937
1501241433.000063,1.303310,103.798937
1501241434.000062,1.303310,103.798937
1501241435.000063,1.303310,103.798937
1501241436.000063,1.303310,103.798937
1501241437.000063,1.303310,103.798937
1501241438.000064,1.303310,103.798937
1501241439.000063,1.303310,103.798937
1501241440.000062,1.303310,103.798937
1501241441.000063,1.303310,103.798937
1501241442.000063,1.303310,103.798937
1501241443.000063,1.303310,103.798937
1501241444.000063,1.303310,103.798937
1501241445.000062,1.303310,103.798937
1501241446.000062,1.303310,103.798937
1501241447.000062,1.303310,103.798937
1501241448.000062,1.303310,103.798937
1501241449.006601,1.303310,103.798937
1501241450.002666,1.303310,103.798937
1501241450.999948,1.303310,103.798937
1501241452.000004,1.303310,103.798937
1501241453.000016,1.303310,103.798937
1501241454.000030,1.303310,103.798937
1501241455.000003,1.303310,103.798937
1501241455.999973,1.303269,103.798926
1501241456.999995,1.303271,103.798928
